state,Location,Lat,Long,Intersting 
TN,Ripley,35.752651,-89.534975,20
TN,Rossville,35.076758,-89.567848,25
TN,Saulsbury,35.049786,-89.076868,5
TN,Somerville,35.277218,-89.391813,8
TN,Stanton,35.448171,-89.33263,20
TN,Whiteville,35.319104,-89.133692,30
TN,Williston,35.166595,-89.390584,12
TN,Tiptonville,36.384583,-89.464922,23
TN,Ridgely,36.263849,-89.485765,28
TN,Memphis,35.144001,-90.047995,80
TN,Memphis,35.133393,-90.004625,1
TN,Memphis,35.149748,-90.033042,6
TN,Memphis,35.102124,-90.032997,18
TN,Memphis,35.183136,-90.020077,14
TN,Memphis,35.178655,-89.968238,14
TN,Memphis,35.042538,-90.073238,30
TN,Memphis,35.107573,-89.945745,5
TN,Memphis,35.148277,-89.972895,21
TN,Memphis,35.111201,-90.079426,2
TN,Memphis,35.098094,-89.98254,5
TN,Hickory Hill,35.054405,-89.86082,2
TN,Memphis,35.030298,-90.012314,16
TN,Memphis,35.112357,-89.903367,6
TN,Memphis,35.051421,-89.926538,21
TN,Memphis,35.082101,-89.850142,24
TN,Memphis,35.120654,-89.865119,6
TN,Memphis,35.157166,-89.926844,16
TN,Memphis,35.031249,-89.812357,24
TN,Memphis,35.125518,-90.042444,30
TN,Memphis,35.250982,-90.029623,14
TN,Memphis,35.221273,-89.941314,22
TN,Memphis,35.0655,-90.003699,6
TN,Memphis,35.071967,-89.988627,26
TN,Memphis,35.205362,-89.803564,25
TN,Bartlett,35.188639,-89.86409,13
TN,Memphis,35.232301,-89.850878,23
TN,Germantown,35.088344,-89.80526,27
TN,Germantown,35.087414,-89.770281,10
TN,Memphis,35.023091,-89.84916,11
TN,Mc Kenzie,36.127195,-88.513416,7
TN,Atwood,35.966345,-88.624656,20
TN,Big Sandy,36.228515,-88.062732,30
TN,Buchanan,36.414624,-88.151464,12
TN,Cottage Grove,36.34789,-88.461421,12
TN,Dresden,36.295042,-88.696291,23
TN,Dukedom,36.479645,-88.692553,19
TN,Gleason,36.211737,-88.618441,23
TN,Greenfield,36.148502,-88.74532,4
TN,Henry,36.201343,-88.453609,16
TN,Hornbeak,36.359594,-89.305617,15
TN,Kenton,36.190583,-89.022879,13
TN,Mansfield,36.184744,-88.285934,21
TN,Martin,36.342467,-88.855395,12
TN,Obion,36.265679,-89.28052,24
TN,Palmersville,36.394772,-88.614178,14
TN,Paris,36.300519,-88.309328,7
TN,Puryear,36.445632,-88.347193,29
TN,Rives,36.263665,-89.037632,22
TN,Sharon,36.239454,-88.847661,7
TN,Springville,36.265033,-88.145941,15
TN,South Fulton,36.481386,-88.880781,16
TN,Trezevant,36.017213,-88.610036,29
TN,Trimble,36.201113,-89.186265,11
TN,Troy,36.341644,-89.161058,19
TN,Union City,36.426311,-89.066662,7
TN,Jackson,35.610222,-88.814011,12
TN,Jackson,35.682875,-88.828127,3
TN,Adamsville,35.25561,-88.413367,23
TN,Bath Springs,35.452111,-88.12863,17
TN,Beech Bluff,35.592156,-88.639634,8
TN,Bethel Springs,35.228893,-88.643972,25
TN,Bradford,36.064474,-88.804593,5
TN,Bruceton,36.026792,-88.251804,10
TN,Buena Vista,35.943119,-88.292576,12
TN,Camden,36.055578,-88.111853,10
TN,Cedar Grove,35.861261,-88.551702,25
TN,Counce,35.039415,-88.293567,30
TN,Crump,35.221641,-88.335641,25
TN,Darden,35.662962,-88.217688,11
TN,Decaturville,35.558455,-88.133413,20
TN,Dyer,36.071578,-89.019226,7
TN,Enville,35.439321,-88.420613,1
TN,Eva,36.078814,-88.028036,28
TN,Finger,35.325208,-88.606709,7
TN,Gadsden,35.779867,-88.992947,22
TN,Guys,35.014211,-88.520761,24
TN,Henderson,35.426929,-88.639774,21
TN,Holladay,35.895143,-88.091183,27
TN,Hollow Rock,36.056524,-88.290135,30
TN,Humboldt,35.836993,-88.905652,12
TN,Huntingdon,36.006228,-88.420211,5
TN,Huron,35.614377,-88.519549,14
TN,Jacks Creek,35.478206,-88.501865,1
TN,Lavinia,35.85834,-88.632442,20
TN,Lexington,35.651195,-88.392743,17
TN,Luray,35.598846,-88.578422,18
TN,Medina,35.808088,-88.762655,10
TN,Medon,35.471804,-88.871656,17
TN,Michie,35.060306,-88.440463,3
TN,Milan,35.925089,-88.768844,21
TN,Milledgeville,35.345175,-88.399125,3
TN,Morris Chapel,35.302562,-88.317599,8
TN,Oakfield,35.754756,-88.802145,27
TN,Parsons,35.66635,-88.119532,6
TN,Pinson,35.478059,-88.730396,14
TN,Ramer,35.064181,-88.601733,5
TN,Reagan,35.50957,-88.350778,11
TN,Rutherford,36.130027,-88.984863,26
TN,Saltillo,35.381467,-88.247225,25
TN,Sardis,35.438598,-88.3058,1
TN,Savannah,35.202272,-88.200541,16
TN,Scotts Hill,35.504992,-88.240476,23
TN,Selmer,35.169124,-88.595832,19
TN,Shiloh,35.119545,-88.350717,1
TN,Stantonville,35.180946,-88.436432,8
TN,Sugar Tree,35.791993,-88.032249,7
TN,Toone,35.357421,-88.935286,19
TN,Trenton,35.971246,-88.950655,6
TN,Westport,35.916918,-88.336364,30
TN,Wildersville,35.769772,-88.438794,11
TN,Yuma,35.867964,-88.381878,25
TN,Denmark,35.557059,-88.975892,6
TN,Mercer,35.481828,-89.03728,16
TN,Columbia,35.615577,-87.038032,24
TN,Clifton,35.381948,-87.94997,19
TN,Ardmore,35.057445,-86.879555,5
TN,Collinwood,35.163525,-87.718488,9
TN,Culleoka,35.474914,-87.000503,29
TN,Cypress Inn,35.057945,-87.78833,3
TN,Ardmore,35.003654,-86.910024,30
TN,Duck River,35.738599,-87.342336,25
TN,Ethridge,35.332648,-87.303912,14
TN,Five Points,35.031046,-87.296128,7
TN,Frankewing,35.177854,-86.781818,19
TN,Goodspring,35.116709,-87.127788,6
TN,Hampshire,35.591482,-87.325135,30
TN,Kimmins,35.540837,-87.55461,15
TN,Iron City,35.056283,-87.647321,13
TN,Lawrenceburg,35.250668,-87.352582,16
TN,Leoma,35.138177,-87.316773,12
TN,Loretto,35.072797,-87.426978,11
TN,Lutts,35.113842,-87.892291,11
TN,Lynnville,35.379235,-87.062877,26
TN,Minor Hill,35.050034,-87.152194,3
TN,Mount Pleasant,35.530084,-87.203678,23
TN,Olivehill,35.266711,-88.039038,30
TN,Primm Springs,35.810364,-87.253043,19
TN,Prospect,35.066626,-87.017384,13
TN,Pulaski,35.209274,-87.039263,18
TN,Saint Joseph,35.037556,-87.501807,28
TN,Santa Fe,35.75877,-87.151543,20
TN,Summertown,35.430673,-87.31983,24
TN,Waynesboro,35.322019,-87.739498,27
TN,Westpoint,35.139302,-87.538025,16
TN,Williamsport,35.64937,-87.225692,16
TN,Taft,35.051731,-86.644672,27
TN,Algood,36.174261,-85.49531,23
TN,Allardt,36.374889,-84.850784,14
TN,Allons,36.497002,-85.319744,4
TN,Allred,36.366838,-85.176084,10
TN,Alpine,36.380324,-85.152153,16
TN,Baxter,36.124917,-85.637766,20
TN,Bloomington Spri,36.219454,-85.64786,9
TN,Brush Creek,36.110673,-86.020344,13
TN,Buffalo Valley,36.183311,-85.758879,29
TN,Byrdstown,36.570869,-85.145647,19
TN,Celina,36.547491,-85.496551,18
TN,Chestnut Mound,36.192877,-85.837402,5
TN,Clarkrange,36.211188,-84.977737,18
TN,Crawford,36.23611,-85.168765,16
TN,Fairfield Glade,35.944041,-85.017171,19
TN,Jamestown,36.424471,-84.935721,2
TN,Doyle,35.872206,-85.498997,27
TN,Elmwood,36.235468,-85.880843,8
TN,Gainesboro,36.343767,-85.635509,12
TN,Gordonsville,36.184317,-86.000818,29
TN,Granville,36.276847,-85.747533,27
TN,Grimsley,36.243353,-85.01549,22
TN,Hickman,36.119653,-85.902297,16
TN,Hilham,36.391492,-85.436918,9
TN,Lancaster,36.09542,-85.855095,9
TN,Livingston,36.389012,-85.320523,22
TN,Monroe,36.464201,-85.216385,13
TN,Monterey,36.150862,-85.254198,1
TN,Moss,36.596623,-85.677235,13
TN,Pall Mall,36.578066,-85.038385,12
TN,Pleasant Hill,36.01121,-85.16694,21
TN,Quebeck,35.825379,-85.538189,21
TN,Rickman,36.301933,-85.380572,14
TN,Bone Cave,35.743813,-85.635156,3
TN,Silver Point,36.100562,-85.733801,28
TN,Ravenscroft,35.954664,-85.478582,1
TN,Spencer,35.727871,-85.428661,20
TN,Walling,35.869543,-85.618509,20
TN,Whitleyville,36.515839,-85.689873,29
TN,Wilder,36.230526,-85.074717,11
TN,Fort Campbell,36.599497,-87.558507,17
TX,Allen,33.093383,-96.645433,16
TX,Carrollton,32.965736,-96.882464,12
TX,Carrollton,33.003294,-96.881988,9
TX,Carrollton,33.03524,-96.923197,23
TX,Celina,33.310316,-96.767325,20
TX,Carrollton,33.030414,-96.877746,20
TX,Coppell,32.96727,-96.980516,18
TX,Denison,33.745009,-96.549574,23
TX,Plano,33.054972,-96.736454,26
TX,Plano,33.075211,-96.784307,22
TX,Plano,33.078377,-96.729142,21
TX,Flower Mound,33.038268,-97.074501,17
TX,Frisco,33.149901,-96.824105,21
TX,Irving,32.865309,-96.990503,21
TX,Irving,32.869669,-96.938876,3
TX,Garland,32.922744,-96.624804,17
TX,Garland,32.87937,-96.641115,14
TX,Garland,32.918486,-96.677545,4
TX,Garland,32.856502,-96.599882,17
TX,Garland,32.952228,-96.665383,22
TX,Sachse,32.973576,-96.591472,10
TX,Grand Prairie,32.76488,-97.01121,7
TX,Grand Prairie,32.711471,-97.006916,24
TX,Grand Prairie,32.660475,-97.031142,14
TX,The Colony,33.094023,-96.883574,15
TX,Lewisville,33.053162,-96.999882,25
TX,Gunter,33.449513,-96.734103,25
TX,Irving,32.80231,-96.959665,30
TX,Irving,32.826658,-96.963256,25
TX,Irving,32.847854,-96.974027,15
TX,Irving,32.924686,-96.959817,13
TX,Lake Dallas,33.121903,-97.023709,25
TX,Highland Village,33.04503,-97.026815,30
TX,Lakewood Village,33.178319,-96.967811,3
TX,Mc Kinney,33.196558,-96.608488,22
TX,Mc Kinney,33.195148,-96.664223,24
TX,Plano,33.027722,-96.67771,15
TX,Plano,33.024985,-96.739743,12
TX,Pottsboro,33.809526,-96.690562,20
TX,Prosper,33.236169,-96.795401,17
TX,Richardson,32.965986,-96.745249,11
TX,Richardson,32.946217,-96.705841,5
TX,Richardson,32.986461,-96.685957,5
TX,Heath,32.90456,-96.454497,28
TX,Rowlett,32.90315,-96.547161,14
TX,Sherman,33.643525,-96.607521,4
TX,Plano,33.029866,-96.788903,28
TX,Murphy,33.004873,-96.609101,2
TX,Wylie,33.004102,-96.539383,7
TX,Barry,32.101356,-96.625141,18
TX,Canton,32.514301,-95.904657,16
TX,Cedar Hill,32.58847,-96.943802,24
TX,Chatfield,32.295416,-96.388668,14
TX,Corsicana,32.086776,-96.476151,15
TX,Crandall,32.597465,-96.46369,16
TX,De Soto,32.593167,-96.854721,13
TX,Duncanville,32.65873,-96.911392,21
TX,Edgewood,32.700326,-95.878011,10
TX,Ennis,32.332102,-96.622363,9
TX,Eustace,32.296485,-96.013693,2
TX,Ferris,32.52232,-96.664321,25
TX,Forney,32.749055,-96.459759,4
TX,Fruitvale,32.676981,-95.789903,19
TX,Lancaster,32.616056,-96.782997,15
TX,Caddo Mills,33.068267,-96.239093,2
TX,Duncanville,32.634665,-96.911325,29
TX,Grand Saline,32.663528,-95.706411,7
TX,Hutchins,32.639586,-96.707021,27
TX,Kaufman,32.54599,-96.285239,14
TX,Seven Points,32.369146,-96.257768,9
TX,Kerens,32.127463,-96.229828,7
TX,Lancaster,32.591395,-96.772805,28
TX,Gun Barrel City,32.307513,-96.129524,20
TX,Malakoff,32.170511,-96.005952,18
TX,Mesquite,32.767821,-96.608219,18
TX,Mesquite,32.815416,-96.630681,7
TX,Palmer,32.438714,-96.679429,21
TX,Powell,32.119557,-96.332713,26
TX,Ovilla,32.516096,-96.820337,14
TX,Rice,32.225788,-96.460613,30
TX,Scurry,32.48184,-96.392451,11
TX,Seagoville,32.652522,-96.557967,18
TX,Terrell,32.714292,-96.251342,17
TX,Trinidad,32.138341,-96.08307,10
TX,Waxahachie,32.380796,-96.837398,7
TX,Wills Point,32.72834,-96.00788,15
TX,Wilmer,32.598133,-96.68376,27
TX,Nevada,33.05934,-96.387657,6
TX,Balch Springs,32.720216,-96.615278,26
TX,Mesquite,32.727166,-96.566889,26
TX,Mesquite,32.801922,-96.567004,29
TX,Royse City,32.962778,-96.36484,20
TX,Dallas,32.790439,-96.80439,75
TX,Dallas,32.778056,-96.805352,28
TX,Dallas,32.745985,-96.806976,27
TX,Dallas,32.803814,-96.785144,11
TX,Village,32.836878,-96.793828,9
TX,Dallas,32.831029,-96.769219,29
TX,Dallas,32.793897,-96.831871,14
TX,Dallas,32.749208,-96.838898,14
TX,Dallas,32.84564,-96.825984,13
TX,Dallas,32.769919,-96.742974,29
TX,Cockrell Hill,32.736928,-96.881797,14
TX,Dallas,32.782884,-96.871396,20
TX,Dallas,32.824789,-96.749774,19
TX,Dallas,32.758206,-96.76226,5
TX,Dallas,32.708611,-96.795488,10
TX,Dallas,32.724429,-96.675481,30
TX,Dallas,32.846335,-96.697212,14
TX,Dallas,32.813245,-96.814166,9
TX,Dallas,32.868131,-96.862202,24
TX,Dallas,32.794173,-96.747475,13
TX,Dallas,32.711415,-96.838711,23
TX,Dallas,32.862808,-96.791753,23
TX,Dallas,32.78871,-96.767552,15
TX,Dallas,32.767226,-96.683586,29
TX,Dallas,32.824997,-96.678378,18
TX,Dallas,32.8958,-96.8588,30
TX,Dallas,32.89994,-96.789679,3
TX,Dallas,32.875621,-96.74953,12
TX,Dallas,32.664708,-96.838392,8
TX,Dallas,32.704638,-96.872547,26
TX,Farmers Branch,32.929803,-96.876848,9
TX,Dallas,32.825213,-96.838843,13
TX,Dallas,32.690002,-96.917737,9
TX,Dallas,32.658972,-96.876453,20
TX,Dallas,32.876976,-96.707982,28
TX,Dallas,32.659974,-96.732769,21
TX,Dallas,32.937431,-96.787214,27
TX,Dallas,32.672216,-96.777421,26
TX,Dallas,32.910347,-96.728472,27
TX,Farmers Branch,32.925817,-96.842533,27
TX,Dallas,32.79484,-96.769696,6
TX,Dallas,32.801323,-96.887123,15
TX,Dallas,32.968199,-96.794242,1
TX,Dallas,32.636024,-96.949266,3
TX,Dallas,32.912203,-96.771831,19
TX,Dallas,32.996848,-96.792113,21
TX,Dallas,32.683311,-96.59643,21
TX,Dallas,33.000458,-96.83143,1
TX,Greenville,33.117476,-96.102416,20
TX,Princeton,33.155542,-96.498073,8
TX,Anna,33.344516,-96.563862,11
TX,Alba,32.765235,-95.597102,23
TX,Arthur City,33.840031,-95.494037,3
TX,Bagwell,33.836089,-95.14869,18
TX,Bells,33.617817,-96.423668,11
TX,Ben Franklin,33.474146,-95.759107,4
TX,Blossom,33.694547,-95.382341,19
TX,Bogata,33.469862,-95.193725,13
TX,Bonham,33.580559,-96.183566,22
TX,Brashear,33.115521,-95.73451,17
TX,Brookston,33.624555,-95.688812,25
TX,Campbell,33.151049,-95.943919,28
TX,Celeste,33.264913,-96.207635,20
TX,Blue Ridge,33.306135,-96.390056,29
TX,Clarksville,33.623563,-95.046094,4
TX,Commerce,33.2493,-95.90968,14
TX,Como,33.064231,-95.362655,9
TX,Cooper,33.381166,-95.662311,5
TX,Cumby,33.111761,-95.794536,20
TX,Deport,33.522077,-95.365351,20
TX,Detroit,33.662691,-95.23848,14
TX,Dike,33.196485,-95.471125,24
TX,Dodd City,33.564704,-96.06194,2
TX,Ector,33.581913,-96.273533,5
TX,Emory,32.875041,-95.741786,2
TX,Farmersville,33.165862,-96.368619,22
TX,Honey Grove,33.598505,-95.9109,23
TX,Ivanhoe,33.67364,-96.169811,16
TX,Klondike,33.303375,-95.801762,21
TX,Ladonia,33.424527,-95.945489,26
TX,Lake Creek,33.467493,-95.622131,26
TX,Leesburg,32.976275,-95.107924,20
TX,Leonard,33.404363,-96.223772,27
TX,Lone Oak,32.991571,-95.943412,15
TX,Melissa,33.284114,-96.574009,22
TX,Mount Pleasant,33.173309,-94.969461,3
TX,Mount Vernon,33.170204,-95.218106,12
TX,Howe,33.534867,-96.640723,28
TX,Paris,33.658077,-95.537881,29
TX,Pattonville,33.570234,-95.3908,9
TX,Pecan Gap,33.419641,-95.826196,10
TX,Petty,33.609765,-95.789057,3
TX,Pickton,33.042401,-95.462979,25
TX,Point,32.900743,-95.890285,11
TX,Powderly,33.777877,-95.530692,25
TX,Quinlan,32.898347,-96.126083,18
TX,Ravenna,33.709757,-96.145157,23
TX,Roxton,33.542934,-95.741605,5
TX,Saltillo,33.176678,-95.343324,21
TX,Savoy,33.606571,-96.350156,9
TX,Scroggins,32.991177,-95.239683,14
TX,Sulphur Bluff,33.333379,-95.37396,10
TX,Sulphur Springs,33.134541,-95.592161,21
TX,Sumner,33.758941,-95.680671,15
TX,Talco,33.33436,-95.049718,26
TX,Telephone,33.797854,-96.044945,5
TX,Trenton,33.423491,-96.339754,15
TX,Whitewright,33.519041,-96.451025,24
TX,Windom,33.563295,-96.002002,24
TX,Winfield,33.161498,-95.078984,30
TX,Winnsboro,32.91462,-95.27265,6
TX,Van Alstyne,33.429169,-96.548632,2
TX,Wolfe City,33.360479,-96.06907,1
TX,Yantis,32.925694,-95.531113,4
TX,Wake Village,33.407371,-94.118245,5
TX,Texarkana,33.466906,-94.077374,1
TX,Annona,33.553519,-94.899226,2
TX,Atlanta,33.10898,-94.164617,2
TX,Avery,33.533935,-94.786708,7
TX,Bivins,32.96602,-94.140406,16
TX,Bloomburg,33.133859,-94.064688,18
TX,Cookville,33.181908,-94.873291,14
TX,De Kalb,33.472741,-94.621092,28
TX,Douglassville,33.175806,-94.346699,21
TX,Leary,33.477542,-94.269188,30
TX,Linden,33.004821,-94.360509,22
TX,Marietta,33.179618,-94.542098,22
TX,Maud,33.35504,-94.482267,25
TX,Naples,33.191186,-94.689061,6
TX,Nash,33.439786,-94.142237,5
TX,Boston,33.462119,-94.433882,19
TX,Omaha,33.180794,-94.763944,11
TX,Queen City,33.18736,-94.154825,4
TX,Simms,33.498727,-94.603862,14
TX,Longview,32.526854,-94.72328,4
TX,Longview,32.472373,-94.710078,19
TX,Longview,32.426368,-94.711691,18
TX,Longview,32.525139,-94.798957,25
TX,Longview,32.554711,-94.776748,10
TX,Avinger,32.848514,-94.579534,23
TX,Beckville,32.245165,-94.455451,13
TX,Carthage,32.154379,-94.352721,27
TX,Daingerfield,33.031263,-94.735899,7
TX,De Berry,32.254327,-94.13557,29
TX,New Diana,32.704585,-94.698122,11
TX,Gary,32.019848,-94.281501,15
TX,Gilmer,32.724565,-94.971434,15
TX,Gladewater,32.555858,-94.932001,15
TX,Hallsville,32.507283,-94.533308,3
TX,Harleton,32.657858,-94.465165,6
TX,Henderson,32.152375,-94.791962,24
TX,Hughes Springs,33.016763,-94.622758,20
TX,Smithland,32.779863,-94.371217,16
TX,Karnack,32.620508,-94.20005,8
TX,Kilgore,32.383557,-94.865271,11
TX,Laneville,31.950821,-94.866027,20
TX,Lone Star,32.946982,-94.718303,24
TX,Long Branch,32.050224,-94.472028,20
TX,Marshall,32.53378,-94.36191,28
TX,Mount Enterprise,31.9125,-94.623505,5
TX,Ore City,32.785588,-94.751401,5
TX,Overton,32.269041,-94.952914,25
TX,Pittsburg,32.96231,-94.960337,27
TX,Price,32.100842,-94.941494,12
TX,Turnertown,32.18734,-94.950805,20
TX,Tatum,32.326569,-94.596027,4
TX,Waskom,32.467183,-94.137884,15
TX,Clarksville City,32.537232,-94.862115,1
TX,Tyler,32.325366,-95.292179,9
TX,Tyler,32.361969,-95.311652,26
TX,Tyler,32.276827,-95.303147,4
TX,Tyler,32.373781,-95.406977,25
TX,Tyler,32.376599,-95.125225,20
TX,Tyler,32.444148,-95.330993,8
TX,Tyler,32.303782,-95.192692,29
TX,East Texas Cente,32.389193,-95.244354,28
TX,Tyler,32.307817,-95.395563,5
TX,Arp,32.241758,-95.063908,16
TX,Athens,32.193499,-95.84318,10
TX,Ben Wheeler,32.412588,-95.637085,9
TX,Big Sandy,32.61682,-95.088034,13
TX,Edom,32.290514,-95.62289,19
TX,Mount Selman,32.135745,-95.375045,19
TX,Chandler,32.270638,-95.502531,26
TX,Cushing,31.797767,-94.853887,13
TX,Flint,32.207927,-95.394848,26
TX,Frankston,32.053488,-95.516284,11
TX,Hawkins,32.643901,-95.222015,3
TX,Jacksonville,31.96177,-95.270328,23
TX,Larue,32.160758,-95.592661,13
TX,Mt Sylvan,32.517152,-95.429932,17
TX,Mineola,32.666059,-95.487032,18
TX,Murchison,32.325732,-95.77372,18
TX,Quitman,32.804862,-95.430161,8
TX,Reklaw,31.885858,-95.011834,26
TX,Dialville,31.80976,-95.173156,5
TX,Troup,32.104003,-95.122656,2
TX,Van,32.528265,-95.654538,28
TX,Whitehouse,32.221958,-95.226552,21
TX,Winona,32.466163,-95.124624,18
TX,Palestine,31.758752,-95.634158,27
TX,Freestone,31.457151,-96.058516,26
TX,Centerville,31.272025,-95.921287,2
TX,Austonio,31.315067,-95.46833,22
TX,Donie,31.487285,-96.238687,4
TX,Slocum,31.635087,-95.553232,22
TX,Fairfield,31.736136,-96.157176,20
TX,Grapeland,31.49721,-95.444713,3
TX,Groveton,31.065142,-95.096894,7
TX,Jewett,31.373925,-96.191841,17
TX,Kennard,31.338449,-95.154118,23
TX,Leona,31.14207,-95.928428,22
TX,Lovelady,31.0564,-95.550057,15
TX,Midway,30.980579,-95.70894,17
TX,Montalba,31.922165,-95.75926,2
TX,Oakwood,31.602312,-95.902151,28
TX,Pennington,31.161843,-95.158678,16
TX,Streetman,31.888532,-96.298763,6
TX,Teague,31.632772,-96.27778,22
TX,Tennessee Colony,31.792882,-95.899798,7
TX,Trinity,30.941951,-95.340295,29
TX,Keltys,31.336004,-94.734185,3
TX,Forest,31.647815,-95.079786,20
TX,Apple Springs,31.226923,-94.981152,14
TX,Bon Wier,30.687557,-93.766465,19
TX,Broaddus,31.295241,-94.215552,15
TX,Bronson,31.339056,-93.999256,15
TX,Brookeland,31.106273,-94.003566,28
TX,Burkeville,31.009934,-93.658517,6
TX,Call,30.574132,-93.833355,17
TX,Center,31.786468,-94.186947,28
TX,Chester,30.928532,-94.458099,13
TX,Chireno,31.511935,-94.430244,27
TX,Rockland,30.909226,-94.421811,22
TX,Barnum,31.000657,-94.7959,13
TX,Diboll,31.195028,-94.772911,13
TX,Douglass,31.657846,-94.869649,21
TX,Garrison,31.811111,-94.526604,21
TX,Hemphill,31.316123,-93.79045,23
TX,Huntington,31.283714,-94.566237,11
TX,Sam Rayburn,30.925348,-94.021481,12
TX,Joaquin,31.943989,-94.060833,21
TX,Bon Ami,30.688217,-93.927934,19
TX,Magnolia Springs,30.762882,-94.070896,18
TX,Milam,31.47001,-93.831816,12
TX,Moscow,30.917902,-94.85437,2
TX,Appleby,31.618534,-94.651093,9
TX,Newton,30.835074,-93.7497,24
TX,Pineland,31.241782,-93.97542,8
TX,Pollok,31.429107,-94.825403,8
TX,San Augustine,31.515173,-94.132581,19
TX,Shelbyville,31.713074,-93.969841,28
TX,Tenaha,31.940812,-94.248773,11
TX,Timpson,31.884089,-94.396733,26
TX,Wells,31.499755,-94.969351,20
TX,Wiergate,31.041417,-93.803854,29
TX,Dogwood,30.775133,-94.425494,8
TX,Zavalla,31.156863,-94.387115,12
TX,Arlington,32.778494,-97.083425,11
TX,Aledo,32.700351,-97.603885,7
TX,Alvarado,32.439499,-97.212971,16
TX,Arlington,32.720368,-97.082576,18
TX,Arlington,32.758236,-97.100302,2
TX,Arlington,32.753962,-97.134808,22
TX,Arlington,32.719905,-97.14416,13
TX,Arlington,32.695425,-97.087556,30
TX,Arlington,32.693125,-97.134685,21
TX,Arlington,32.688898,-97.190466,14
TX,Arlington,32.65545,-97.159899,3
TX,Arlington,32.654752,-97.091987,28
TX,Azle,32.903453,-97.541153,28
TX,Bedford,32.853579,-97.135797,4
TX,Bedford,32.829749,-97.145351,21
TX,Boyd,33.059367,-97.586797,22
TX,Burleson,32.531624,-97.308959,9
TX,Cleburne,32.342891,-97.397957,16
TX,Colleyville,32.88721,-97.146026,20
TX,Cresson,32.530714,-97.651931,6
TX,Crowley,32.581398,-97.370306,25
TX,Euless,32.858172,-97.083212,5
TX,Euless,32.826358,-97.097203,15
TX,Forreston,32.281131,-96.887522,29
TX,Glen Rose,32.229762,-97.762911,7
TX,Godley,32.428174,-97.534865,9
TX,Granbury,32.42505,-97.774173,25
TX,Granbury,32.448811,-97.728484,11
TX,Grandview,32.277856,-97.235069,10
TX,Grapevine,32.93143,-97.096203,17
TX,Haslet,32.955734,-97.337185,19
TX,Hurst,32.821107,-97.175613,26
TX,Hurst,32.855832,-97.175521,8
TX,Itasca,32.163589,-97.146034,9
TX,Joshua,32.466252,-97.401123,29
TX,Keene,32.393659,-97.32868,7
TX,Kennedale,32.64316,-97.213853,20
TX,Mansfield,32.577258,-97.141551,4
TX,Maypearl,32.327878,-96.98803,7
TX,Midlothian,32.475743,-96.993551,21
TX,Millsap,32.670019,-97.878386,16
TX,Mineral Wells,32.810283,-98.063051,22
TX,Nemo,32.271312,-97.656668,29
TX,Newark,33.007099,-97.510696,18
TX,Paradise,33.082607,-97.697423,22
TX,Rainbow,32.281216,-97.70652,5
TX,Rhome,33.054045,-97.481688,28
TX,Springtown,32.966021,-97.634951,14
TX,Venus,32.432975,-97.108734,27
TX,Weatherford,32.784074,-97.738591,18
TX,Weatherford,32.749473,-97.689439,16
TX,Grapevine,32.956456,-97.148066,25
TX,Rio Vista,32.253168,-97.367825,8
TX,Fort Worth,32.758897,-97.328023,23
TX,Fort Worth,32.747005,-97.260394,24
TX,Fort Worth,32.725551,-97.318409,5
TX,Fort Worth,32.723325,-97.26899,20
TX,Fort Worth,32.796849,-97.356008,18
TX,Fort Worth,32.739175,-97.385248,14
TX,White Settlement,32.759271,-97.474063,20
TX,Fort Worth,32.700246,-97.378876,8
TX,Fort Worth,32.706505,-97.337505,25
TX,Fort Worth,32.782382,-97.300327,26
TX,Fort Worth,32.749297,-97.218122,8
TX,River Oaks,32.775379,-97.401526,25
TX,Fort Worth,32.679618,-97.333634,29
TX,Fort Worth,32.723032,-97.448279,9
TX,Haltom City,32.808742,-97.270891,12
TX,North Richland H,32.808944,-97.222781,24
TX,Fort Worth,32.691379,-97.267492,12
TX,Fort Worth,32.763912,-97.178112,9
TX,Fort Worth,32.625361,-97.365838,24
TX,Benbrook,32.670023,-97.464141,18
TX,Carswell Afb,32.771846,-97.435453,29
TX,Fort Worth,32.863156,-97.337656,13
TX,Fort Worth,32.671092,-97.405626,21
TX,Fort Worth,32.652561,-97.375849,7
TX,Fort Worth,32.646886,-97.332467,9
TX,Fort Worth,32.824844,-97.45191,1
TX,Fort Worth,32.866421,-97.289114,1
TX,Everman,32.631332,-97.270406,12
TX,Watauga,32.8681,-97.249029,23
TX,Fort Worth,32.824742,-97.050285,1
TX,Fort Worth,32.901017,-97.332671,14
TX,Saginaw,32.872961,-97.403149,17
TX,North Richland H,32.853966,-97.220714,6
TX,Denton,33.22893,-97.131436,16
TX,Denton,33.180106,-97.101833,25
TX,Alvord,33.36982,-97.688488,18
TX,Argyle,33.106244,-97.159977,9
TX,Aubrey,33.291997,-96.987866,7
TX,Bellevue,33.58789,-98.157373,19
TX,Bowie,33.556796,-97.837337,3
TX,Collinsville,33.558012,-96.901365,21
TX,Decatur,33.235077,-97.573995,14
TX,Era,33.50101,-97.292358,9
TX,Forestburg,33.539778,-97.584774,4
TX,Lake Kiowa,33.625943,-97.103208,30
TX,Gordonville,33.834283,-96.84027,18
TX,Justin,33.073375,-97.309254,9
TX,Keller,32.927556,-97.248883,19
TX,Krum,33.27337,-97.267452,9
TX,Lindsay,33.63601,-97.221436,20
